order_id;product_id;add_to_cart_order;reordered
573945;38250;21.0;1
1954376;44628;11.0;0
1254690;24184;4.0;1
17446;22610;3.0;1
1939588;5994;8.0;0
706141;39097;1.0;1
2042306;25985;3.0;1
2867619;21616;13.0;0
2313791;17878;24.0;1
1649554;44245;4.0;1
2042519;5077;3.0;1
3033272;14081;5.0;0
820023;21903;6.0;1
1927544;1090;38.0;1
447899;23516;16.0;0
2490674;15950;7.0;0
2747324;19076;6.0;1
223217;30776;4.0;1
3073648;44057;7.0;1
1745973;25272;2.0;0
2114836;27086;2.0;0
3005841;10644;19.0;0
828126;4920;2.0;0
2297781;13740;19.0;1
1932558;3787;1.0;1
2608149;3481;9.0;0
833540;15290;8.0;1
200547;27845;6.0;1
2001111;5460;3.0;1
2272322;28127;3.0;0
3116689;36854;11.0;0
3049033;44359;12.0;1
763821;24516;4.0;0
2424502;49075;4.0;1
3208824;48720;17.0;1
3260454;40706;1.0;1
2962881;11488;9.0;0
2839389;10749;7.0;1
3149344;7600;2.0;1
2765866;46906;7.0;0
1756146;35594;1.0;0
2059459;5479;14.0;0
2346113;39408;2.0;0
1443634;108;6.0;1
2933362;44359;4.0;1
2102773;46692;2.0;1
92574;23909;1.0;1
467684;5322;22.0;0
1617645;36606;1.0;0
3056527;46484;8.0;0
1229907;19240;22.0;0
1432417;10768;1.0;1
3383257;2825;6.0;0
2908801;10749;6.0;1
792206;26728;2.0;1
2122692;47570;24.0;1
1569538;19443;9.0;0
914122;15872;16.0;1
3317821;36735;9.0;0
2899744;30391;20.0;0
328512;38384;5.0;0
720808;23516;4.0;0
1919492;8239;5.0;0
3383351;18362;7.0;1
3236241;30776;9.0;1
2094761;31469;57.0;1
2147452;5068;14.0;1
3037445;43961;9.0;1
55815;27104;12.0;0
1161175;27845;3.0;1
1978087;42585;5.0;1
74477;29487;4.0;1
2342680;8376;1.0;0
6529;13668;11.0;0
785138;39610;3.0;0
950795;6583;7.0;1
932631;15567;13.0;1
435279;21137;5.0;1
2556320;27156;35.0;1
3083476;17284;13.0;0
584012;34531;5.0;1
1310960;33000;22.0;1
2942169;47626;13.0;1
876800;43347;19.0;1
1574498;49424;14.0;0
3348854;47114;6.0;0
2758708;29691;1.0;1
3248514;47626;3.0;0
2972476;48450;9.0;1
2379513;12544;4.0;0
230295;10110;7.0;0
2630947;21603;6.0;1
3021784;7035;8.0;0
673101;37549;58.0;0
52941;42828;4.0;1
1255689;31717;16.0;1
3330119;25659;16.0;0
700146;5818;5.0;0
2880228;4656;11.0;0
1440851;27845;8.0;0
1063783;44683;26.0;0
2236465;46692;1.0;1
2265859;41387;12.0;0
2523067;29487;1.0;1
674679;18362;8.0;1
878316;16759;3.0;1
1363074;31343;2.0;0
922352;23888;21.0;1
1400886;24852;4.0;0
957057;432;10.0;0
1898153;2708;1.0;1
1783550;33614;1.0;1
831897;45443;5.0;1
993782;43768;10.0;0
2985133;46226;10.0;1
1338941;46476;18.0;1
219181;21999;5.0;1
1224982;45007;7.0;0
1775701;24489;26.0;1
1849118;37774;3.0;1
875722;4966;30.0;0
3051991;37215;4.0;1
2540102;13870;14.0;1
1702569;2537;22.0;1
2858326;21137;13.0;1
904834;30696;25.0;0
550980;2535;1.0;0
1052904;42736;3.0;1
802538;16797;7.0;0
1690797;28842;9.0;1
3251998;1025;39.0;1
1448098;30720;5.0;0
947381;45866;3.0;1
372008;19348;1.0;0
133567;21903;1.0;1
1261161;21137;2.0;1
247514;31872;4.0;0
640122;43705;4.0;1
777104;18309;6.0;0
2991548;29650;22.0;0
1583220;12395;1.0;0
2082940;260;7.0;1
1913944;49098;16.0;0
2037906;21417;34.0;0
280482;45;13.0;1
1263650;25005;8.0;1
1567250;35510;4.0;0
2846233;12456;21.0;1
193852;5876;10.0;1
1362862;22767;8.0;1
1321298;24846;3.0;1
1365374;48523;1.0;1
2356177;25513;12.0;0
2329050;38777;9.0;1
358129;30720;5.0;1
2203437;6291;9.0;1
2477619;27086;11.0;1
2218904;28985;4.0;0
2006055;18370;12.0;0
3076138;11796;4.0;0
1926105;24852;3.0;1
2040210;29040;11.0;1
844863;41165;4.0;0
655212;15261;5.0;0
2028072;13431;9.0;1
2867619;48094;9.0;0
1491116;30566;2.0;0
2229757;10912;7.0;1
120945;890;8.0;1
1799750;34050;7.0;1
2997710;27730;2.0;1
1704923;27966;5.0;1
769713;12614;6.0;0
778404;47766;3.0;1
1462418;42495;10.0;1
2847899;13198;10.0;1
5626;14833;3.0;1
1634404;3957;7.0;1
3112416;47766;16.0;1
1937754;11777;7.0;1
2883009;27356;8.0;0
2946905;29672;4.0;1
74351;33754;8.0;1
3023197;16230;7.0;1
1736479;19382;8.0;1
1627708;49235;2.0;1
2674976;6631;1.0;1
2097029;42450;40.0;0
1388703;46807;6.0;1
3228461;37011;31.0;1
3212608;30391;8.0;1
1106139;28577;23.0;0
2311561;48057;22.0;0
2737398;48775;6.0;0
1277996;27086;2.0;1
1244788;8424;7.0;1
820427;21137;18.0;0
1420612;13646;4.0;1
3040466;39558;8.0;0
2997968;2470;7.0;0
3276710;6134;13.0;0
1666424;3952;6.0;1
2653676;20580;5.0;0
1926582;47766;15.0;1
1790485;43961;5.0;0
132622;18381;3.0;0
1422665;1519;3.0;1
404710;32732;12.0;0
2842324;23322;9.0;1
3012663;16440;4.0;1
1062126;42265;13.0;0
2219307;28597;1.0;1
2598520;22959;8.0;1
52619;13814;2.0;0
1979012;11984;9.0;1
1643483;32293;3.0;0
3197061;28204;11.0;0
1366306;48590;7.0;0
145685;39781;12.0;0
3331359;25804;2.0;1
57673;9839;2.0;1
1523215;14814;3.0;1
1544211;24852;1.0;1
301554;47209;10.0;1
1591032;14159;19.0;0
547622;18370;9.0;1
633820;49131;3.0;1
2555031;20957;15.0;1
2372595;39108;1.0;0
2042952;33055;17.0;1
791339;25443;5.0;1
2276425;7963;7.0;1
3060045;27730;14.0;1
3160529;39619;17.0;1
868488;10326;1.0;1
2284431;28021;6.0;1
558010;10479;10.0;1
3300042;17044;9.0;1
1896374;23081;17.0;1
2481741;45200;4.0;0
198474;10685;3.0;1
316118;5785;8.0;1
2391252;47209;11.0;1
2501529;13870;14.0;0
3186378;27695;2.0;1
3243588;16033;7.0;1
3029316;7026;27.0;1
1410144;24360;9.0;0
202320;40064;13.0;1
2108186;37361;8.0;1
2681197;21137;5.0;1
1236623;44449;8.0;0
1623456;5785;3.0;1
3406228;38608;6.0;1
110246;42633;2.0;1
1002871;25309;16.0;1
1178909;21137;9.0;1
2570270;8735;9.0;0
2657938;48745;7.0;1
2461686;5479;1.0;1
1629504;21709;13.0;1
311996;39921;5.0;0
476608;9177;20.0;1
2705194;42768;13.0;1
1685828;7054;1.0;1
17387;21137;5.0;1
750186;49215;23.0;1
411871;18656;5.0;1
1552547;45104;3.0;1
2828043;41238;8.0;1
2390621;20896;6.0;0
2503754;38192;6.0;1
847098;44580;12.0;0
166497;23765;3.0;0
588150;10814;6.0;1
2953074;5785;4.0;1
2151454;33114;13.0;0
920056;7898;2.0;0
1993898;4562;7.0;0
2901479;13541;9.0;0
1102863;43209;2.0;1
3066205;3434;2.0;0
3316634;47626;2.0;0
2726913;40055;1.0;1
1200201;44170;6.0;0
2109788;1181;7.0;0
1319006;28204;11.0;1
2412249;7113;4.0;1
2588340;45570;3.0;1
3291920;41065;9.0;1
1759317;27695;5.0;1
2979760;9934;6.0;1
1960528;18994;2.0;0
3217690;42701;30.0;1
595141;33897;2.0;0
435766;35381;10.0;0
3323513;44987;1.0;1
764497;17794;11.0;0
2484045;28226;7.0;0
1863109;34690;13.0;0
3169099;9804;4.0;1
1115533;40761;9.0;1
3284051;22290;7.0;0
1178926;1504;19.0;1
2351400;34584;18.0;0
2618484;43378;16.0;0
1441032;15412;10.0;0
1931861;42557;11.0;1
1250225;26010;14.0;1
3366076;11996;22.0;0
1073270;19348;2.0;1
1356573;22900;7.0;0
707160;19376;18.0;1
2889578;16744;7.0;0
206135;32347;4.0;1
2472759;28199;1.0;1
187848;29447;6.0;1
2711003;12927;8.0;1
932774;19660;1.0;1
1767110;43519;5.0;1
756367;35824;16.0;1
2881647;26369;10.0;1
267292;26620;31.0;0
440034;31130;12.0;0
2178788;37766;18.0;1
88725;13535;15.0;0
1507505;31717;11.0;1
266338;4047;5.0;1
2293853;12756;10.0;0
844425;28931;7.0;1
428684;8153;3.0;0
2797107;27156;5.0;1
319491;38928;2.0;1
2484620;36929;7.0;0
2776773;37464;4.0;1
1676428;38672;10.0;0
3033815;15923;4.0;1
3271477;5407;2.0;0
961765;44245;2.0;1
2710484;9199;5.0;1
1554923;35914;2.0;0
1690062;45763;10.0;1
2433755;32465;2.0;1
1633885;3599;14.0;0
2008641;22935;16.0;0
2889815;21938;11.0;1
685293;31869;19.0;0
2473310;22474;9.0;1
2353111;46906;1.0;0
2595896;40279;9.0;1
656682;28123;10.0;0
2432033;18288;4.0;1
1064694;19964;11.0;1
2360008;33768;1.0;1
1975293;9177;9.0;1
3221548;10749;5.0;0
1603034;36954;1.0;0
3016266;13447;15.0;0
2438173;44910;21.0;0
975438;6114;6.0;1
1005601;30021;11.0;1
3302696;39984;9.0;1
3025909;47960;15.0;0
1606788;39984;8.0;1
1456741;13176;2.0;1
1817233;17828;4.0;0
2675806;38453;3.0;0
511199;10545;2.0;1
474103;4605;17.0;0
2269747;41290;2.0;0
2384510;13740;13.0;0
1402748;39092;5.0;0
1878274;35221;18.0;1
2089842;24184;1.0;1
980307;28781;14.0;0
1445576;15164;11.0;1
2695702;27171;2.0;0
594705;41637;16.0;0
2570228;20995;25.0;0
2968345;35887;5.0;1
2636842;41970;15.0;0
2713114;27344;1.0;0
842100;6522;1.0;1
2904878;4086;6.0;0
2964173;18963;7.0;0
2046709;16525;15.0;0
1672022;29077;6.0;1
1801715;44632;20.0;1
3306807;19535;8.0;0
2164956;43867;1.0;1
2570957;28647;2.0;1
2154295;13380;2.0;0
1405685;47479;2.0;0
2038670;1244;9.0;0
879272;30391;5.0;0
1442940;26769;9.0;0
2848494;4920;5.0;1
2685310;22585;1.0;1
704478;10070;1.0;1
637161;25659;5.0;0
2729862;26899;8.0;0
1952076;24852;1.0;1
3333273;2855;4.0;1
2017345;2086;14.0;1
636926;21137;8.0;0
1415949;41950;8.0;1
2186924;17619;16.0;0
3303218;33198;2.0;1
1343935;5876;6.0;1
310210;49683;9.0;0
436187;18893;14.0;0
1135248;21903;4.0;1
2208507;49113;1.0;0
1077201;7736;2.0;0
1945917;42265;10.0;0
1302480;17044;3.0;1
2061400;7050;3.0;1
1295674;26209;6.0;1
1857838;37766;11.0;1
1539473;34969;11.0;1
1859332;15563;1.0;0
77003;12703;4.0;1
377657;41950;5.0;1
2872648;36857;1.0;1
1759832;31927;24.0;1
1062413;5785;8.0;1
805998;34024;7.0;0
2392327;29519;6.0;0
1761795;47792;3.0;0
657374;47740;10.0;1
1591386;14111;5.0;0
3209015;24413;3.0;1
2626108;16759;9.0;1
742087;27966;1.0;0
3033509;18902;6.0;0
871945;36117;3.0;1
1095465;41290;10.0;1
78698;6184;4.0;1
3290063;15740;4.0;0
1085190;21616;9.0;1
2097946;47734;2.0;0
1442099;26283;8.0;1
1470609;33731;5.0;1
895140;5373;6.0;1
2259047;17027;1.0;1
3302151;24852;7.0;1
1090493;30035;15.0;1
2451750;2120;3.0;1
2395283;44008;2.0;1
1330827;28289;7.0;1
3331314;37947;5.0;0
72882;30480;8.0;1
718289;41950;8.0;1
1587596;40706;3.0;1
2852375;27486;3.0;0
2722681;1396;12.0;0
1684914;44987;8.0;0
2612815;26209;4.0;1
2014476;40621;8.0;1
2836385;10755;12.0;0
2887300;28451;4.0;1
1548661;11068;6.0;1
308986;6721;5.0;1
2904016;10246;2.0;0
2148090;16131;10.0;0
2457854;21936;4.0;0
98470;41352;12.0;0
500806;38193;4.0;0
3102019;4945;3.0;0
2711759;22825;5.0;1
3277313;17461;10.0;1
1604239;30064;4.0;0
644066;44912;7.0;0
1550571;2295;9.0;1
1787957;46341;14.0;0
2279162;34466;1.0;1
1625600;41057;5.0;1
2855941;48229;3.0;1
1629152;42907;2.0;0
577005;5876;14.0;0
2443159;47029;6.0;1
1874224;27521;5.0;1
769064;16185;9.0;1
3415783;42585;3.0;1
2550374;37158;2.0;1
1377255;24924;12.0;0
478451;27521;21.0;1
3354079;45007;9.0;1
1520890;25890;25.0;0
3038992;18308;2.0;0
92143;26209;6.0;1
1343205;9689;9.0;1
72490;13176;2.0;1
676786;15290;5.0;1
2167549;22070;1.0;0
789334;23537;3.0;0
2016240;27240;12.0;0
1345406;8277;4.0;1
1643657;40866;4.0;1
2730194;8506;27.0;0
15540;24658;4.0;1
3291693;13198;6.0;0
1074695;15392;16.0;0
655328;40910;7.0;1
795844;40866;4.0;1
3375915;16797;15.0;1
1753288;7388;10.0;1
83957;33198;2.0;1
1995718;31683;2.0;1
2481430;21658;1.0;1
2658937;21616;2.0;1
2400912;7376;9.0;1
3244236;17691;29.0;1
2954718;28199;14.0;1
2178639;40708;1.0;0
3127641;23915;14.0;1
475177;48523;10.0;0
178237;48230;11.0;1
1612121;37876;11.0;1
196315;1244;6.0;0
215565;46709;14.0;0
2010096;25767;5.0;0
815246;39168;22.0;0
2969803;25340;5.0;0
838932;18288;2.0;0
1823381;9387;4.0;1
170588;2078;9.0;0
2763587;26604;8.0;0
2974773;28842;17.0;1
1126218;23338;15.0;0
1515685;47766;8.0;0
994856;9421;6.0;1
509593;30169;2.0;1
1001494;39069;3.0;1
1738322;18023;2.0;1
2449164;5068;;0
1405788;18027;2.0;1
2085546;23537;17.0;0
3113667;27086;1.0;1
667718;42719;2.0;1
697983;14280;16.0;0
884488;32428;2.0;0
1934110;34380;5.0;1
1646310;44359;4.0;1
2341285;40633;6.0;0
412765;33894;16.0;0
2547472;5794;1.0;1
1919544;24852;2.0;0
1914624;16696;20.0;0
2780293;48857;6.0;1
3364807;42265;7.0;0
2139952;45006;3.0;0
247967;14704;5.0;0
716486;17828;30.0;0
3040643;2611;25.0;1
2147604;12196;25.0;1
57311;17553;11.0;1
1213467;24852;1.0;0
699414;24747;2.0;0
2052078;23102;18.0;0
1104801;4796;6.0;1
1115231;26698;5.0;0
1914733;11068;2.0;0
572931;13166;3.0;1
130255;21903;12.0;1
282172;890;19.0;0
81351;47740;14.0;0
527655;1090;9.0;0
2607947;18564;5.0;1
1471844;13510;4.0;0
2131283;44843;7.0;1
292791;15925;4.0;0
2450457;41621;13.0;1
614630;48628;4.0;1
2841149;9327;22.0;0
1943339;33910;38.0;1
3060227;39947;11.0;0
744147;30720;3.0;1
1642682;18594;8.0;0
403164;1468;7.0;1
276196;38291;3.0;0
2947195;25527;5.0;0
2317594;27104;23.0;1
726426;17794;18.0;0
3059180;12545;1.0;1
580819;7781;13.0;0
2207058;13807;6.0;1
1732366;42265;10.0;1
2540943;47626;10.0;0
2677225;42828;3.0;0
533640;46206;20.0;1
1785675;34287;39.0;1
2663818;24841;3.0;1
551151;33719;11.0;0
3029627;48348;1.0;0
1239661;9076;14.0;1
3012534;35042;16.0;0
504796;40233;2.0;0
811744;5484;15.0;0
1067028;21137;14.0;1
215434;13130;4.0;0
2010014;25804;4.0;1
225491;23645;4.0;0
538527;31651;4.0;1
1667705;27730;6.0;0
1995174;2763;5.0;1
902252;43888;1.0;1
3184814;26790;6.0;1
2921166;45788;2.0;0
41466;7559;8.0;0
2176819;3765;5.0;1
1555417;32177;5.0;1
3363309;44912;3.0;1
3019;12817;13.0;0
347171;13029;6.0;0
2390059;17008;4.0;1
2201646;23165;8.0;0
817264;5456;9.0;0
2883776;13176;4.0;1
3287726;19895;10.0;1
3244959;20161;6.0;1
1955762;24852;14.0;1
844425;39408;10.0;1
3265278;21982;6.0;1
2024293;46096;24.0;0
786961;5114;1.0;0
353309;210;16.0;0
1191768;19766;10.0;0
1213407;9324;17.0;1
1874333;26604;2.0;1
333616;27086;13.0;1
407211;43713;13.0;1
71197;27344;15.0;0
3036213;9364;10.0;0
3388918;23400;13.0;0
627780;21614;10.0;1
1302915;10385;12.0;1
2408184;30776;13.0;1
448101;22035;12.0;1
3409303;14446;8.0;0
2972114;49235;3.0;1
3102528;19677;3.0;0
2527741;4306;5.0;0
1550472;1952;5.0;0
393194;4058;8.0;0
1925636;31343;11.0;1
3029652;38558;1.0;0
3125676;10292;21.0;0
3042555;13569;5.0;1
2533070;39877;2.0;1
1694363;13920;21.0;0
2772627;14355;16.0;1
2231645;10555;7.0;0
1699048;7521;4.0;1
2316059;25237;12.0;1
1242439;49235;1.0;1
1735211;19863;2.0;0
3316867;10181;14.0;1
3239051;45636;12.0;1
997012;18296;15.0;0
1782815;35633;7.0;1
243028;47766;7.0;1
1369225;36772;14.0;0
2175667;1447;23.0;1
985477;25630;9.0;1
1801926;18078;19.0;1
122313;23909;2.0;1
640790;28031;8.0;0
3043721;47006;7.0;1
1732600;7648;26.0;0
2362518;260;13.0;1
1011441;29987;2.0;1
3295996;24852;1.0;1
323493;31007;7.0;0
2493534;13198;43.0;1
1696117;18465;3.0;1
1449580;459;7.0;0
1466062;18023;1.0;1
2173554;49144;14.0;1
1557444;18413;16.0;0
1581590;43154;1.0;1
934303;8473;17.0;0
1869838;432;8.0;1
1777252;2825;1.0;1
76115;17419;1.0;1
3002105;20608;22.0;0
3319857;9839;33.0;1
3271732;42265;13.0;0
1068941;18926;7.0;1
361132;24413;13.0;1
1451358;13176;7.0;1
903426;26369;14.0;0
735035;1463;1.0;1
2999050;32043;5.0;1
2362811;24906;6.0;0
1252522;21344;7.0;1
1148268;21524;22.0;1
2579672;28515;6.0;1
532557;32476;4.0;0
1046579;23832;6.0;0
358884;26001;5.0;1
2465251;9839;3.0;1
986546;7948;6.0;1
2186353;4086;5.0;1
967973;41544;11.0;0
294929;9076;6.0;0
1004180;22035;20.0;0
1774666;12384;11.0;1
2455090;17191;9.0;0
183753;46149;4.0;1
956616;21137;28.0;1
2298464;43298;4.0;1
3317582;40706;8.0;1
1724535;36438;6.0;0
344193;35163;30.0;0
2327652;24852;1.0;1
1969735;45066;1.0;1
1015637;43472;5.0;0
3161688;5750;1.0;1
1589544;16759;10.0;1
3218165;16363;14.0;1
1448628;44177;5.0;1
1795174;30995;3.0;1
1417764;48626;1.0;0
2834367;42356;21.0;0
2666296;30563;17.0;0
2859208;8490;25.0;1
2411133;5876;10.0;1
3012621;33636;7.0;1
956463;30489;1.0;1
3234021;13176;2.0;1
2709411;13431;5.0;1
3225371;17948;3.0;1
193758;27845;5.0;1
2303557;13838;6.0;0
3051265;4102;14.0;1
1664558;39121;12.0;0
2623639;37917;3.0;1
314679;26209;10.0;1
1583841;20082;2.0;1
3315798;31829;9.0;1
1225168;31766;31.0;0
2844702;41165;19.0;0
2784752;5077;5.0;1
2625050;9340;8.0;1
1661854;40897;1.0;0
2062454;16083;3.0;0
587189;19468;16.0;0
1522001;30391;6.0;1
496469;25544;3.0;1
2818288;7559;7.0;0
2522196;30994;2.0;0
1914510;23815;14.0;0
1929206;21267;10.0;0
338308;47500;2.0;0
675594;21295;8.0;1
2155612;18465;6.0;1
298224;40556;6.0;1
2990111;26939;11.0;0
1601058;7948;1.0;0
2525020;44475;12.0;0
3383660;2087;9.0;0
651881;37766;10.0;1
2513903;4605;1.0;1
1498780;14901;11.0;1
3085818;44471;20.0;1
3025071;27951;8.0;1
1042907;20938;5.0;1
1874754;160;1.0;0
1452302;4957;7.0;1
864177;24492;1.0;0
2825714;15984;9.0;1
2238853;27104;12.0;1
3016424;2536;2.0;1
1798277;5101;2.0;0
1034755;9387;7.0;1
256281;43662;5.0;1
3203296;47626;8.0;1
2850468;48559;3.0;0
1341074;24852;4.0;1
1406970;24799;11.0;1
2917802;6287;9.0;1
1095469;49683;1.0;1
1591978;17617;1.0;1
2903038;6184;4.0;1
2185023;27845;2.0;1
868702;43459;5.0;1
790449;33716;2.0;1
3090331;2148;7.0;0
1012484;20734;4.0;0
1688388;5646;4.0;1
1862738;1158;11.0;0
2657804;46607;8.0;0
3169813;25832;9.0;1
548653;48183;16.0;0
3017416;31277;12.0;1
1146902;11712;2.0;1
2703896;22888;14.0;0
786670;37646;2.0;1
2837699;1468;1.0;0
1172595;27335;7.0;1
604781;23363;5.0;0
2352581;2855;4.0;0
97599;19910;30.0;0
251800;20754;3.0;1
157096;11992;1.0;1
3062358;41273;15.0;1
1027905;28601;5.0;1
790940;31964;10.0;1
2030539;2078;4.0;1
2261882;25634;23.0;0
2471369;34584;7.0;0
3017089;49191;15.0;0
2826447;8174;16.0;0
2842488;22035;24.0;1
3385220;27966;14.0;1
410965;9741;10.0;0
850694;35413;5.0;1
2235797;42585;7.0;1
109667;29117;33.0;0
1469334;37774;4.0;1
455559;18747;17.0;1
3382936;17461;11.0;0
305974;4023;6.0;1
521316;32433;19.0;0
154087;43734;18.0;1
2458349;36956;6.0;1
3112065;22035;5.0;1
1078328;21295;12.0;1
1639114;17794;18.0;1
3056629;41540;6.0;1
3071858;21497;8.0;0
1161669;11198;6.0;0
808051;24613;5.0;1
2274922;37825;7.0;1
3240602;24852;1.0;1
294762;36929;5.0;0
1910925;14897;4.0;0
1294850;37973;42.0;0
168777;39664;13.0;0
3419181;13176;2.0;1
1189115;10957;2.0;1
528920;43875;12.0;1
2704117;34565;7.0;0
454584;10734;24.0;1
1881662;24964;6.0;0
746016;1546;14.0;1
1489581;6948;2.0;1
806034;46618;11.0;1
606630;28249;4.0;0
1054012;1979;3.0;0
1633600;19057;5.0;1
1887470;31506;1.0;1
2633787;16551;1.0;1
349998;47792;10.0;1
2847528;8277;27.0;0
530590;44632;9.0;1
3397358;47156;11.0;1
1014316;13920;18.0;1
970051;10749;12.0;1
2503802;42972;3.0;1
3418247;48706;3.0;0
16952;27845;2.0;0
2604812;47042;2.0;1
2892901;24964;5.0;1
499148;45123;1.0;1
2996639;36848;1.0;1
1930565;23214;10.0;1
1104238;44611;21.0;1
626652;38777;9.0;0
3188783;4605;11.0;0
1658252;27086;2.0;1
2128347;22252;11.0;1
392595;30450;5.0;1
1953530;12419;1.0;0
1401991;39004;2.0;0
1746005;35123;17.0;0
143781;47865;3.0;0
1630641;11266;1.0;0
2215333;1181;1.0;1
113385;23219;9.0;0
2848574;7812;15.0;1
2547546;32689;11.0;1
1356909;16349;5.0;0
1443829;8518;6.0;1
1240809;6987;27.0;0
2652900;27845;4.0;1
184936;3952;3.0;1
2292914;7632;15.0;0
1075477;48745;7.0;0
1007068;16973;1.0;1
1907585;37103;30.0;1
2311706;1241;3.0;0
2760876;17526;6.0;0
5088;29133;19.0;1
1154035;26165;5.0;1
3022890;39275;8.0;1
